air_temperature [Celsius],baromatic_pressure [hPa],ceiling_fan_energy [kWh],chilled_water_energy [kWh],dry_bulb_temp [Celsius],global_horizontal_solar_radiation [W/m2],illuminance [lux],indoor_co2 [ppm],indoor_relative_humidity [%],lighting_energy [kWh],occupant_count [number],occupant_presence [binary],outdoor_co2 [ppm],outdoor_relative_humidity [%],plug_load_energy [kWh],pm2.5 [mu_g/m3],sound_pressure_level [dba],supply_air_pressure [Pa],supply_air_temperature [Celsius],temp_setpoint [Celsius],timestamp,voc [ppb],wifi_connected_devices [number],wind_direction [Degree],wind_speed [m/s]
27.39071465,1003.700012,0.0,0.0,26.29999924,0.0,205.4107208,652.5357056,67.87071228,0.0,0,0,462.6895752,100.0,0.0,2.035714388,61.83214188,0.0,26.07224083,26.0,2021-09-07 05:55 +08:00,74.39286041,1,267.9813538,0.369965374
27.35700035,1003.599976,0.0,0.0,26.29999924,0.0,201.0333405,663.0999756,67.98867035,0.0,0,0,463.1220093,100.0,0.0,2.133333445,62.81666565,0.0,26.07224083,26.0,2021-09-07 06:00 +08:00,82.23332977,1,337.7207947,0.387711853
27.24533272,1003.700012,0.0,0.0,26.29999924,0.0,206.1600037,672.5999756,68.4489975,0.0,0,0,461.9093018,100.0,0.21,2.099999905,62.72999954,0.0,26.07224083,26.0,2021-09-07 06:05 +08:00,88.59999847,1,196.3140564,0.277570546
27.29533386,1003.900024,0.0,0.0,26.29999924,0.0,202.6666718,682.5,68.30000305,0.0,0,0,462.0930481,100.0,0.0,2.233333349,63.27999878,0.0,26.07224083,26.0,2021-09-07 06:10 +08:00,96.5,1,226.9049225,0.150327533
27.36499977,1003.900024,0.0,0.0,26.29999924,0.0,211.5399933,696.4333496,68.04766846,0.0,0,0,462.4928894,100.0,0.0,2.033333302,63.32666779,0.0,26.07224083,26.0,2021-09-07 06:15 +08:00,97.3666687,1,272.727478,0.052276656
27.24586296,1003.900024,0.0,0.0,26.10000038,0.0,202.8275909,710.5172119,68.41137695,0.0,0,0,461.7159119,100.0,0.0,2.413793087,63.26551819,0.0,26.07224083,26.0,2021-09-07 06:20 +08:00,99.27586365,1,314.0,0.059999999
27.21366692,1004.099976,0.0,0.0,26.10000038,0.0,173.0966644,723.9000244,68.68367004,0.0,0,0,461.9028625,100.0,0.2,2.366666555,64.87333679,0.0,26.07224083,26.0,2021-09-07 06:25 +08:00,106.5666656,1,113.90271,0.059999999
27.2733326,1003.900085,0.0,0.0,26.00001907,0.0,206.3966675,741.5,68.47899628,0.0,0,0,462.2945557,100.0,0.0,2.099999905,63.36666489,0.0,26.07224083,26.0,2021-09-07 06:30 +08:00,97.3666687,1,140.7105713,0.199974015
27.37633324,1004.099976,0.0,0.0,26.1000061,0.0,207.9799957,757.5999756,68.07433319,0.0,0,0,461.1195374,100.0,0.0,2.066666603,62.72999954,0.0,26.07224083,26.0,2021-09-07 06:35 +08:00,115.9666672,1,257.2008667,0.33999154
27.32766724,1003.900024,0.0,0.0,26.10000038,0.0,193.3200073,765.2999878,68.17333221,0.0,0,0,460.7197266,100.0,0.0,2.233333349,62.90333176,0.0,26.17313004,26.0,2021-09-07 06:40 +08:00,120.3333359,1,330.9901733,0.330011994
27.07535744,1003.900024,0.0,0.0,26.20000076,0.0,198.7678528,762.6785889,68.49428558,0.0,0,0,462.7026062,100.0,0.0,1.892857194,62.03214264,0.0,26.17313004,26.0,2021-09-07 06:45 +08:00,87.7142868,1,242.2000275,0.489997447
26.47533417,1003.900024,0.0,0.0,26.20000076,0.0,203.2200012,708.5,69.11599731,0.0,0,0,462.6895447,100.0,0.2,1.5,63.2266655,0.0,26.17313004,26.0,2021-09-07 06:50 +08:00,25.0,1,292.7496643,0.456429601
26.20000076,1004.099976,0.0,0.0,26.29999924,0.0,200.6100006,633.4333496,68.95500183,0.0,0,0,463.5087891,100.0,0.0,1.533333302,63.34999847,0.0,26.17313004,26.0,2021-09-07 06:55 +08:00,20.16666603,1,197.900177,1.320036888
26.10333252,1004.200012,0.0,0.0,26.39837646,0.0,198.6633301,580.4333496,68.46499634,0.0,0,0,461.7127686,100.0,0.0,1.933333278,63.43000031,0.0,26.17313004,26.0,2021-09-07 07:00 +08:00,20.06666756,1,189.6401825,0.689961791
26.17833328,1004.400024,0.0,0.0,26.40000153,2.000016451,201.0366669,543.8666382,67.78733063,0.0,0,0,463.4957275,97.59999847,0.0,1.700000048,63.40333176,0.0,26.17313004,26.0,2021-09-07 07:05 +08:00,21.13333321,1,189.4999084,0.75001204
26.46344757,1004.400024,0.0,0.0,26.59997368,8.00039959,200.379303,532.2758789,66.86517334,0.0,0,0,463.4892273,94.79975128,0.2,1.827586174,62.88965607,0.0,26.16725159,26.0,2021-09-07 07:10 +08:00,54.06896591,1,61.91732407,0.350218534
26.6079998,1004.599976,0.0,0.0,26.5,19.00079918,198.9933319,532.9666748,66.46433258,0.0,0,0,463.6827698,83.60005188,0.0,1.600000024,62.75,0.0,26.16890526,26.0,2021-09-07 07:15 +08:00,142.8333282,1,194.0974274,1.430058599
26.33600044,1004.599976,0.0,0.0,26.60000038,25.00004959,201.0733337,532.0333252,67.16233063,0.0,0,0,463.4924622,84.20000458,0.0,1.5,62.84666824,0.0,26.37200356,26.0,2021-09-07 07:20 +08:00,129.0666656,1,166.6045837,1.579934239
26.1079998,1004.599976,0.0,0.0,26.59998131,32.00018311,219.6833344,526.833313,67.7990036,0.0,0,0,463.0960083,84.10018158,0.0,1.433333278,63.31999969,0.0,26.37200356,26.0,2021-09-07 07:25 +08:00,106.9000015,1,217.7989655,1.480307579
26.28833389,1004.599976,0.0,0.0,26.5,35.00025177,217.8466644,522.2999878,67.04266357,0.0,0,0,464.89505,85.90019989,0.0,1.266666651,63.40999985,0.0,26.37200356,26.0,2021-09-07 07:30 +08:00,101.3000031,1,219.897644,3.070197344
26.49103355,1004.599976,0.0,0.0,26.39999962,37.0,215.0517273,521.4483032,66.36068726,0.0,0,0,463.6956787,87.10386658,0.2,1.482758641,63.03103638,0.0,26.37200356,26.0,2021-09-07 07:35 +08:00,92.96551514,1,195.1315308,3.633520603
26.62758636,1004.799988,0.0,0.0,26.60000038,38.0,200.679306,530.1379395,65.94413757,0.0,0,0,463.4974976,87.80005646,0.0,1.413793087,62.36551666,0.0,26.37200356,26.0,2021-09-07 07:40 +08:00,20.82758713,1,194.107605,2.799759865
26.56966591,1004.900024,0.0,0.0,26.60000038,44.0002327,189.9366608,532.5333252,66.14099884,0.0,0,0,464.2986145,88.09999847,0.0,1.766666651,63.36999893,0.0,26.37200356,26.0,2021-09-07 07:45 +08:00,20.70000076,1,220.0009613,2.629712343
